[14:28:39] config.py (line 371):     INFO: Seed number: 297834
[14:29:34] alignment.py (line 570):     INFO: Merging extension sto file (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/A_1_0/FC_1_0_0/hmmalign.results.tid90xgo) into base alignment (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/A_1_0/hmmbuild.input._u637qt4.fasta).
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_2.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_3.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_4.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_5.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_6.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_7.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_8.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_9.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_10.
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_11.
[14:29:35] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_12.
[14:29:35] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_13.
[14:29:35] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_14.
[14:29:43] jobs.py (line 131):     INFO: Finished pplacer Job with input: backbone_alignment_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.backbone.x37600lb.fasta, tree_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.tree.3jriglli.tre, info_file:/home/simonedassisi/busco_downloads/placement_files/tree_metadata.bacteria_odb12.2024-11-15.txt, extended alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.0.og016mvu.fasta, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.0.og016mvu.jplace
[14:29:48] jobs.py (line 131):     INFO: Finished pplacer Job with input: backbone_alignment_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.backbone.oynckxdy.fasta, tree_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.tree.0rzk8rzz.tre, info_file:/home/simonedassisi/busco_downloads/placement_files/tree_metadata.bacteria_odb12.2024-11-15.txt, extended alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.1.3g8aybcn.fasta, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.1.3g8aybcn.jplace
[14:29:55] jobs.py (line 131):     INFO: Finished pplacer Job with input: backbone_alignment_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.backbone.hsmhqm5z.fasta, tree_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.tree.3gtp306f.tre, info_file:/home/simonedassisi/busco_downloads/placement_files/tree_metadata.bacteria_odb12.2024-11-15.txt, extended alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.2.17eyl_r9.fasta, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.2.17eyl_r9.jplace
[14:30:01] jobs.py (line 131):     INFO: Finished pplacer Job with input: backbone_alignment_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.backbone.wpn9hygn.fasta, tree_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.tree.uglaa87b.tre, info_file:/home/simonedassisi/busco_downloads/placement_files/tree_metadata.bacteria_odb12.2024-11-15.txt, extended alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.3.l1ecrmdu.fasta, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/pplacer.extended.3.l1ecrmdu.jplace
[14:30:01] jobs.py (line 131):     INFO: Finished pplacer Job with input: backbone_alignment_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/pplacer.backbone.t93zc7wm.fasta, tree_file:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/pplacer.tree.dwjjagfi.tre, info_file:/home/simonedassisi/busco_downloads/placement_files/tree_metadata.bacteria_odb12.2024-11-15.txt, extended alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/pplacer.extended.0.w0gm2q3p.fasta, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/pplacer.extended.0.w0gm2q3p.jplace
[14:30:03] jobs.py (line 131):     INFO: Finished jsonmerger Job with input: input:pipe output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/placement_files/output_placement.json
[14:30:03] algorithm.py (line 213):     INFO: Current execution Finished in 83 seconds
[14:30:03] algorithm.py (line 215):     INFO: All checkpointed executions Finished in 83 cumulative time
[14:30:03] algorithm.py (line 224):     INFO: Temp files are left behind at /home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated
